Name,City,State,Details URL
Ram Balaji Theatre,Pennagaram,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ram-balaji-theatre-pennagaram-tamil-nadu.html
Ram Cinema Theatre,Bahadurgarh,Haryana,https://www.cinemaprofile.com/theatre/view-ram-cinema-bahadurgarh-haryana.html
Ram Lakshman Theatre,Tirupur,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ram-lakshman-theatre-tirupur-tamil-nadu.html
Ram Mohan Theatre,Gampalagudem,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ram-mohan-theatre-gampalagudem-andhra-pradesh.html
Ram Muthuram Theatre,Tirunelveli,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ram-muthuram-theatre-tirunelveli-tamil-nadu.html
Ram Raj Kalamandir Theatre,Narsampet,Telangana,https://www.cinemaprofile.com/theatre/view-ram-raj-kalamandir-narsampet-telangana.html
Ram Shanthi Theatre,Machilipatnam,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ram-shanthi-theatre-machilipatnam-andhra-pradesh.html
Ram Talkies Theatre,Jaunpur,Uttar Pradesh,https://www.cinemaprofile.com/theatre/view-ram-talkies-jaunpur-uttar-pradesh.html
Ram Theatre,Madurai,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ram-theatre-madurai-tamil-nadu.html
Ram Theatre,Perambalur,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ram-theatre-perambalur-tamil-nadu.html
Rama Durga Picture Palace Theatre,Seethanagaram,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-rama-durga-picture-palace-seethanagaram-andhra-pradesh.html
Rama Durga Theatre,Koyyalagudem,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-rama-durga-theatre-koyyalagudem-andhra-pradesh.html
Rama Durga Theatre,Ramachandrapuram,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-rama-durga-theatre-ramachandrapuram-andhra-pradesh.html
Rama Kalamandir Theatre,Palkonda,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-rama-kalamandir-theatre-palkonda-andhra-pradesh.html
Rama Krishna Chitramandhir Theatre,Payakaraopeta,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-rama-krishna-chitramandhir-payakaraopeta-andhra-pradesh.html
Rama Krishna Theatre,Nalgonda,Telangana,https://www.cinemaprofile.com/theatre/view-rama-krishna-theatre-nalgonda-telangana.html
Rama Krishna Theatre,Vijayawada,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-rama-krishna-theatre-vijayawada-andhra-pradesh.html
Rama Krishna Theatre,Rayavaram,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-rama-krishna-theatre-rayavaram-andhra-pradesh.html
Rama Krishna Theatre,Chirala,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-rama-krishna-theatre-chirala-andhra-pradesh.html
Rama Krishna Theatre,Tadepalle,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-rama-krishna-theatre-tadepalle-andhra-pradesh.html
Rama Krishna Theatre,Gollaprolu,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-rama-krishna-theatre-gollaprolu-andhra-pradesh.html
Rama Krishna Theatre,Gudlavalleru,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-rama-krishna-theatre-gudlavalleru-andhra-pradesh.html
Rama Krishna Theatre,Anakapalle,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-rama-krishna-theatre-anakapalle-andhra-pradesh.html
Rama Palace Theatre,Rishikesh,Uttarakhand,https://www.cinemaprofile.com/theatre/view-rama-palace-rishikesh-uttarakhand.html
Rama Picture Palace Theatre,Amalapuram,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-rama-picture-palace-amalapuram-andhra-pradesh.html
Rama Talkies Theatre,Vijayawada,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-rama-talkies-vijayawada-andhra-pradesh.html
Rama Talkies Theatre,Rayagada,Odisha,https://www.cinemaprofile.com/theatre/view-rama-talkies-rayagada-odisha.html
Rama Talkies Theatre,Macherla,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-rama-talkies-macherla-andhra-pradesh.html
Rama Talkies Theatre,Saraiya,Bihar,https://www.cinemaprofile.com/theatre/view-rama-talkies-saraiya-bihar.html
Rama Theatre,Agasteeswaram,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-rama-theatre-agasteeswaram-tamil-nadu.html
Ramachandra Max Theatre,Visakhapatnam,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ramachandra-max-visakhapatnam-andhra-pradesh.html
Ramachandra Talkies Theatre,Gudiyatham,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ramachandra-talkies-gudiyatham-tamil-nadu.html
Ramachendra Picture Palace Theatre,Kurnool,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ramachendra-picture-palace-kurnool-andhra-pradesh.html
Ramadass Theatre,Tindivanam,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ramadass-theatre-tindivanam-tamil-nadu.html
Ramai Talkies Theatre,Balangir,Odisha,https://www.cinemaprofile.com/theatre/view-ramai-talkies-balangir-odisha.html
Ramajayam Theatre,Tirupattur,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ramajayam-theatre-tirupattur-tamil-nadu.html
Ramakanthi Talkies Theatre,Mangaluru,Karnataka,https://www.cinemaprofile.com/theatre/view-ramakanthi-talkies-mangaluru-karnataka.html
Ramakrishna Talkies Theatre,Srivilliputhur,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ramakrishna-talkies-srivilliputhur-tamil-nadu.html
Ramakrishna Theatre,Challakere,Karnataka,https://www.cinemaprofile.com/theatre/view-ramakrishna-theatre-challakere-karnataka.html
Ramakrishna Theatre,Chilakaluripet,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ramakrishna-theatre-chilakaluripet-andhra-pradesh.html
Ramakrishna Theatre,Chirala,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ramakrishna-theatre-chirala-andhra-pradesh.html
Ramakrishna Theatre,Hyderabad,Telangana,https://www.cinemaprofile.com/theatre/view-ramakrishna-theatre-hyderabad-telangana.html
Ramakrishna Theatre,Bellampalli,Telangana,https://www.cinemaprofile.com/theatre/view-ramakrishna-theatre-bellampalli-telangana.html
Ramakrishna Theatre,Avanigadda,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ramakrishna-theatre-avanigadda-andhra-pradesh.html
Ramakrishna Theatre,Tiruchirappalli,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ramakrishna-theatre-tiruchirappalli-tamil-nadu.html
Ramakrishna Theatre,Palamaner,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ramakrishna-theatre-palamaner-andhra-pradesh.html
Ramakrishna Theatre,Warangal,Telangana,https://www.cinemaprofile.com/theatre/view-ramakrishna-theatre-warangal-telangana.html
Ramakrishna Theatre,Nellore,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ramakrishna-theatre-nellore-andhra-pradesh.html
Ramakrishna Theatre,Nagarkurnool,Telangana,https://www.cinemaprofile.com/theatre/view-ramakrishna-theatre-nagarkurnool-telangana.html
Ramakrishna Theatre,Dachepalle,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ramakrishna-theatre-dachepalle-andhra-pradesh.html
Ramakrishna Theatre,Korukonda,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ramakrishna-theatre-korukonda-andhra-pradesh.html
Ramanjaneya Theatre,Chipurupalle,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ramanjaneya-theatre-chipurupalle-andhra-pradesh.html
Ramasamy Theatre,Kovilpatti,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ramasamy-theatre-kovilpatti-tamil-nadu.html
Ramasamy Theatre,Ariyalur,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ramasamy-theatre-ariyalur-tamil-nadu.html
Ramavilasam Theatre,Karaikudi,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ramavilasam-theatre-karaikudi-tamil-nadu.html
Ramba Oorvasi Theatre,Tiruchirappalli,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ramba-oorvasi-theatre-tiruchirappalli-tamil-nadu.html
Rambha Cinema Theatre,Bhopal,Madhya Pradesh,https://www.cinemaprofile.com/theatre/view-rambha-cinema-bhopal-madhya-pradesh.html
Ramchandra Picture Palace Theatre,Srikalahasti,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ramchandra-picture-palace-srikalahasti-andhra-pradesh.html
Ramdas Ravikrishna Theatre,Thrissur,Kerala,https://www.cinemaprofile.com/theatre/view-ramdas-ravikrishna-theatre-thrissur-kerala.html
Ramesh Talkies Theatre,Jaisalmer,Rajasthan,https://www.cinemaprofile.com/theatre/view-ramesh-talkies-jaisalmer-rajasthan.html
Ramesh Theatre,Ramanathapuram,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ramesh-theatre-ramanathapuram-tamil-nadu.html
Ramesh Theatre,Palani,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ramesh-theatre-palani-tamil-nadu.html
Ramesh Theatre,Cuddapah,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ramesh-theatre-cuddapah-andhra-pradesh.html
Rameshwaram Theatre,Mohania,Bihar,https://www.cinemaprofile.com/theatre/view-rameshwaram-theatre-mohania-bihar.html
Ramgopal Theatre,Vijayawada,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ramgopal-theatre-vijayawada-andhra-pradesh.html
Ramgopal Theatre,Telaprolu,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ramgopal-theatre-telaprolu-andhra-pradesh.html
Ramkrishna Cinema Theatre,Kalagachia,West Bengal,https://www.cinemaprofile.com/theatre/view-ramkrishna-cinema-kalagachia-west-bengal.html
Ramnath Theatre,Devarapalli,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ramnath-theatre-devarapalli-andhra-pradesh.html
Ramnath Theatre,Nandyal,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ramnath-theatre-nandyal-andhra-pradesh.html
Ramnivas Talkies Theatre,Raigarh,Chhattisgarh,https://www.cinemaprofile.com/theatre/view-ramnivas-talkies-raigarh-chhattisgarh.html
Ramona Cinema Theatre,Byrnihat,Meghalaya,https://www.cinemaprofile.com/theatre/view-ramona-cinema-byrnihat-meghalaya.html
Rampa Talkies Theatre,Sitapur,Uttar Pradesh,https://www.cinemaprofile.com/theatre/view-rampa-talkies-sitapur-uttar-pradesh.html
Ramphal Cinema Theatre,Bhiwadi,Rajasthan,https://www.cinemaprofile.com/theatre/view-ramphal-cinema-bhiwadi-rajasthan.html
Ramprathap Theatre,Gopalpet,Telangana,https://www.cinemaprofile.com/theatre/view-ramprathap-theatre-gopalpet-telangana.html
Ramraj Theatre,Punalur,Kerala,https://www.cinemaprofile.com/theatre/view-ramraj-theatre-punalur-kerala.html
Ramu Cine House Theatre,Palakkad,Kerala,https://www.cinemaprofile.com/theatre/view-ramu-cine-house-palakkad-kerala.html
Ramu Theatre,Ambur,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ramu-theatre-ambur-tamil-nadu.html
Ramulamma Theatre,Krishna,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ramulamma-theatre-krishna-andhra-pradesh.html
Ramya Theatre,Karimangalam,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ramya-theatre-karimangalam-tamil-nadu.html
Ranaghat Talkies Theatre,Ranaghat,West Bengal,https://www.cinemaprofile.com/theatre/view-ranaghat-talkies-ranaghat-west-bengal.html
Ranee Paradise Theatre,Thanjavur,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ranee-paradise-thanjavur-tamil-nadu.html
Rang Ghar Cinema Theatre,Dibrugarh,Assam,https://www.cinemaprofile.com/theatre/view-rang-ghar-cinema-dibrugarh-assam.html
Rang Mahal Cinema Theatre,Bhadohi,Uttar Pradesh,https://www.cinemaprofile.com/theatre/view-rang-mahal-cinema-bhadohi-uttar-pradesh.html
Rang Mahal Cinema Theatre,Bhopal,Madhya Pradesh,https://www.cinemaprofile.com/theatre/view-rang-mahal-cinema-bhopal-madhya-pradesh.html
Rang Tarang Cinema Theatre,Bhadohi,Uttar Pradesh,https://www.cinemaprofile.com/theatre/view-rang-tarang-cinema-bhadohi-uttar-pradesh.html
Ranga Cine Central Theatre,Dharmavaram,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ranga-cine-central-dharmavaram-andhra-pradesh.html
Ranga Mahal Theatre,Kurnool,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ranga-mahal-kurnool-andhra-pradesh.html
Ranga Mahal Theatre,Palamaner,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ranga-mahal-palamaner-andhra-pradesh.html
Ranga Theatre,Neyveli,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ranga-theatre-neyveli-tamil-nadu.html
Ranga Theatre,Pedapudi,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ranga-theatre-pedapudi-andhra-pradesh.html
Ranga Theatre,Hyderabad,Telangana,https://www.cinemaprofile.com/theatre/view-ranga-theatre-hyderabad-telangana.html
Ranga Theatre,Atmakur,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ranga-theatre-atmakur-andhra-pradesh.html
Ranga Theatre,Somandepalli,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ranga-theatre-somandepalli-andhra-pradesh.html
Rangamahal Theatre,Srinivaspur,Karnataka,https://www.cinemaprofile.com/theatre/view-rangamahal-theatre-srinivaspur-karnataka.html
Ranganatha Theatre,Challakere,Karnataka,https://www.cinemaprofile.com/theatre/view-ranganatha-theatre-challakere-karnataka.html
Ranganatha Theatre,Bengaluru,Karnataka,https://www.cinemaprofile.com/theatre/view-ranganatha-theatre-bengaluru-karnataka.html
Rangghar Cinema Theatre,Tinsukia,Assam,https://www.cinemaprofile.com/theatre/view-rangghar-cinema-tinsukia-assam.html
Rani Theatre,Nedumangad,Kerala,https://www.cinemaprofile.com/theatre/view-rani-theatre-nedumangad-kerala.html
Ranjan Cinema Theatre,Salanpur,West Bengal,https://www.cinemaprofile.com/theatre/view-ranjan-cinema-salanpur-west-bengal.html
Ranjana Talkies Theatre,Debai,Uttar Pradesh,https://www.cinemaprofile.com/theatre/view-ranjana-talkies-debai-uttar-pradesh.html
Ranjani Theatre,Hangal,Karnataka,https://www.cinemaprofile.com/theatre/view-ranjani-theatre-hangal-karnataka.html
Ranjani Theatre,Palakol,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ranjani-theatre-palakol-andhra-pradesh.html
Ranjees Theatre,Udma,Kerala,https://www.cinemaprofile.com/theatre/view-ranjees-theatre-udma-kerala.html
Ranjit Talkies Theatre,Bundi,Rajasthan,https://www.cinemaprofile.com/theatre/view-ranjit-talkies-bundi-rajasthan.html
Ranjith Theatre,Mysuru,Karnataka,https://www.cinemaprofile.com/theatre/view-ranjith-theatre-mysuru-karnataka.html
RAS Theatre,Tiruchengode,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ras-theatre-tiruchengode-tamil-nadu.html
Rashmi Cinema Hall Theatre,Jagatsinghpur,Odisha,https://www.cinemaprofile.com/theatre/view-rashmi-cinema-hall-jagatsinghpur-odisha.html
Rasi Theatre,Sivakasi,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-rasi-theatre-sivakasi-tamil-nadu.html
Rassaz Multiplex Theatre,Thane,Maharashtra,https://www.cinemaprofile.com/theatre/view-rassaz-multiplex-thane-maharashtra.html
Ratan Cinema Theatre,Pune,Maharashtra,https://www.cinemaprofile.com/theatre/view-ratan-cinema-pune-maharashtra.html
Ratan Cinema Theatre,Surat,Gujarat,https://www.cinemaprofile.com/theatre/view-ratan-cinema-surat-gujarat.html
Ratan Talkies Theatre,Bemetara,Chhattisgarh,https://www.cinemaprofile.com/theatre/view-ratan-talkies-bemetara-chhattisgarh.html
Rathana Theatre,Mayiladuthurai,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-rathana-theatre-mayiladuthurai-tamil-nadu.html
Rathindra Complex Theatre,Kolkata,West Bengal,https://www.cinemaprofile.com/theatre/view-rathindra-complex-kolkata-west-bengal.html
Rathna Complex Theatre,Chintalapudi,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-rathna-complex-chintalapudi-andhra-pradesh.html
Rathna Theatre,Salem,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-rathna-theatre-salem-tamil-nadu.html
Rathnaa Talkies Theatre,Puducherry,Puducherry,https://www.cinemaprofile.com/theatre/view-rathnaa-talkies-puducherry-puducherry.html
Ratna Mahal AC Theatre,Ongole,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ratna-mahal-ac-theatre-ongole-andhra-pradesh.html
Ratna Theatre,Arsikere,Karnataka,https://www.cinemaprofile.com/theatre/view-ratna-theatre-arsikere-karnataka.html
Ratnadeep Theatre,Jalna,Maharashtra,https://www.cinemaprofile.com/theatre/view-ratnadeep-theatre-jalna-maharashtra.html
Ravi Bala Theatre,Sivaganga,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ravi-bala-theatre-sivaganga-tamil-nadu.html
Ravi Cinema Theatre,Bhuj,Gujarat,https://www.cinemaprofile.com/theatre/view-ravi-cinema-bhuj-gujarat.html
Ravi Cinema Theatre,Vadodara,Gujarat,https://www.cinemaprofile.com/theatre/view-ravi-cinema-vadodara-gujarat.html
Ravi Cinema Theatre,Nagarkurnool,Telangana,https://www.cinemaprofile.com/theatre/view-ravi-cinema-nagarkurnool-telangana.html
Ravi Cinema A/C Digital 2K Theatre,Bengaluru,Karnataka,https://www.cinemaprofile.com/theatre/view-ravi-cinema-a-c-digital-2k-bengaluru-karnataka.html
Ravi Kala Mandir Theatre,Narasaraopet,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ravi-kala-mandir-narasaraopet-andhra-pradesh.html
Ravi Picture Palace Theatre,Chakia,Bihar,https://www.cinemaprofile.com/theatre/view-ravi-picture-palace-chakia-bihar.html
Ravi Prasad Film Labs Theatre,Chennai,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ravi-prasad-film-labs-chennai-tamil-nadu.html
Ravi Talkies Theatre,Bhubaneswar,Odisha,https://www.cinemaprofile.com/theatre/view-ravi-talkies-bhubaneswar-odisha.html
Ravi Theatre,Madanapalle,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ravi-theatre-madanapalle-andhra-pradesh.html
Ravi Theatre,Anekal,Karnataka,https://www.cinemaprofile.com/theatre/view-ravi-theatre-anekal-karnataka.html
Ravi Theatre,Shirahatti,Karnataka,https://www.cinemaprofile.com/theatre/view-ravi-theatre-shirahatti-karnataka.html
Ravi Theatre,Kaveripattinam,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ravi-theatre-kaveripattinam-tamil-nadu.html
Ravi Theatre,Paramakudi,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-ravi-theatre-paramakudi-tamil-nadu.html
Ravi Theatres,Cuddapah,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ravi-theatres-cuddapah-andhra-pradesh.html
Ravikiran Theatre,Kurnool,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ravikiran-theatre-kurnool-andhra-pradesh.html
Ravikrishna Talkies Theatre,Kannur,Kerala,https://www.cinemaprofile.com/theatre/view-ravikrishna-talkies-kannur-kerala.html
Ravindra Auditorium Theatre,Mormugao,Goa,https://www.cinemaprofile.com/theatre/view-ravindra-auditorium-mormugao-goa.html
Ravindra Cinemas Theatre,Vijayawada,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-ravindra-cinemas-vijayawada-andhra-pradesh.html
Ravindra Natya Mandir Theatre,Mumbai,Maharashtra,https://www.cinemaprofile.com/theatre/view-ravindra-natya-mandir-mumbai-maharashtra.html
Raviraj Theatre,Niphad,Maharashtra,https://www.cinemaprofile.com/theatre/view-raviraj-theatre-niphad-maharashtra.html
Raviraj Theatre,Palakkad,Kerala,https://www.cinemaprofile.com/theatre/view-raviraj-theatre-palakkad-kerala.html
Ray Talkies Theatre,Dhanbad,Jharkhand,https://www.cinemaprofile.com/theatre/view-ray-talkies-dhanbad-jharkhand.html
Rayudu Theatre,Rajanagaram,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-rayudu-theatre-rajanagaram-andhra-pradesh.html
RB Movies Theatre,Budhana,Uttar Pradesh,https://www.cinemaprofile.com/theatre/view-rb-movies-budhana-uttar-pradesh.html
RD Club Cinema Theatre,Chennai,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-rd-club-cinema-chennai-tamil-nadu.html
RD Picture Palace Theatre,Dumra,Bihar,https://www.cinemaprofile.com/theatre/view-rd-picture-palace-dumra-bihar.html
Red Corner Theatre,Amreli,Gujarat,https://www.cinemaprofile.com/theatre/view-red-corner-theatre-amreli-gujarat.html
Red Rock Cinema Theatre,Faridabad,Haryana,https://www.cinemaprofile.com/theatre/view-red-rock-cinema-faridabad-haryana.html
Red Rock Cinema: SLF Mall Theatre,Faridabad,Haryana,https://www.cinemaprofile.com/theatre/view-red-rock-cinema-slf-mall-faridabad-haryana.html
Red Rock Cinemas Theatre,Jind,Haryana,https://www.cinemaprofile.com/theatre/view-red-rock-cinemas-jind-haryana.html
Red Rocks Cinema Theatre,Palwal,Haryana,https://www.cinemaprofile.com/theatre/view-red-rocks-cinema-palwal-haryana.html
Red Rocks Cinema Theatre,Hisar,Haryana,https://www.cinemaprofile.com/theatre/view-red-rocks-cinema-hisar-haryana.html
Rose Cine Palace Theatre,Mukkam,Kerala,https://www.cinemaprofile.com/theatre/view-rose-cine-palace-mukkam-kerala.html
Rose Movie House Theatre,Kothamangalam,Kerala,https://www.cinemaprofile.com/theatre/view-rose-movie-house-kothamangalam-kerala.html
Roshan Lal Multiplex Theatre,Kullu,Himachal Pradesh,https://www.cinemaprofile.com/theatre/view-roshan-lal-multiplex-kullu-himachal-pradesh.html
Roxy Cinema Theatre,Mumbai,Maharashtra,https://www.cinemaprofile.com/theatre/view-roxy-cinema-mumbai-maharashtra.html
Roxy Cinema Theatre,Motihari,Bihar,https://www.cinemaprofile.com/theatre/view-roxy-cinema-motihari-bihar.html
Roxy Talkies Theatre,Kolkata,West Bengal,https://www.cinemaprofile.com/theatre/view-roxy-talkies-kolkata-west-bengal.html
Roxy Theatre,Baripada,Odisha,https://www.cinemaprofile.com/theatre/view-roxy-theatre-baripada-odisha.html
Royal Chitra Mandir Theatre,Chikodi,Karnataka,https://www.cinemaprofile.com/theatre/view-royal-chitra-mandir-chikodi-karnataka.html
Royal Cinema Theatre,Chandrakona,West Bengal,https://www.cinemaprofile.com/theatre/view-royal-cinema-chandrakona-west-bengal.html
Royal Cinema Theatre,Balangir,Odisha,https://www.cinemaprofile.com/theatre/view-royal-cinema-balangir-odisha.html
Royal Country Club Theatre,Proddatur,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-royal-country-club-proddatur-andhra-pradesh.html
Royal Talkies Theatre,Mumbai,Maharashtra,https://www.cinemaprofile.com/theatre/view-royal-talkies-mumbai-maharashtra.html
Royal Theatre,Saundatti,Karnataka,https://www.cinemaprofile.com/theatre/view-royal-theatre-saundatti-karnataka.html
Royal Theatre,Namakkal,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-royal-theatre-namakkal-tamil-nadu.html
Royal Theatre,Kolhapur,Maharashtra,https://www.cinemaprofile.com/theatre/view-royal-theatre-kolhapur-maharashtra.html
Royal Theatre,Coimbatore,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-royal-theatre-coimbatore-tamil-nadu.html
Royal Theatre,Gooty,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-royal-theatre-gooty-andhra-pradesh.html
Royal Theatre,Erode,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-royal-theatre-erode-tamil-nadu.html
RR Multiplex Theatre,Bellary,Karnataka,https://www.cinemaprofile.com/theatre/view-rr-multiplex-bellary-karnataka.html
RR Picture Palace Theatre,Srikalahasti,Andhra Pradesh,https://www.cinemaprofile.com/theatre/view-rr-picture-palace-srikalahasti-andhra-pradesh.html
RS Theatre,Rasipuram,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-rs-theatre-rasipuram-tamil-nadu.html
RS Theatre,Bodinayakkanur,Tamil Nadu,https://www.cinemaprofile.com/theatre/view-rs-theatre-bodinayakkanur-tamil-nadu.html
RSI Club Theatre,Pune,Maharashtra,https://www.cinemaprofile.com/theatre/view-rsi-club-pune-maharashtra.html
Rudraganga Theatre,Hukeri,Karnataka,https://www.cinemaprofile.com/theatre/view-rudraganga-theatre-hukeri-karnataka.html
Rukmini Talkies Theatre,Bargarh,Odisha,https://www.cinemaprofile.com/theatre/view-rukmini-talkies-bargarh-odisha.html
Rukmini Talkies Theatre,Berhampur,Odisha,https://www.cinemaprofile.com/theatre/view-rukmini-talkies-berhampur-odisha.html
Rukmini Theatre,Hyderabad,Telangana,https://www.cinemaprofile.com/theatre/view-rukmini-theatre-hyderabad-telangana.html
Rukmini Theatre,Sangareddy,Telangana,https://www.cinemaprofile.com/theatre/view-rukmini-theatre-sangareddy-telangana.html
Rup Mandir Cinema Theatre,Kolkata,West Bengal,https://www.cinemaprofile.com/theatre/view-rup-mandir-cinema-kolkata-west-bengal.html
Rupa Shree Theatre,Contai,West Bengal,https://www.cinemaprofile.com/theatre/view-rupa-shree-theatre-contai-west-bengal.html
Rupali Cinema Theatre,Burdwan,West Bengal,https://www.cinemaprofile.com/theatre/view-rupali-cinema-burdwan-west-bengal.html
Rupali Cinema Theatre,Surat,Gujarat,https://www.cinemaprofile.com/theatre/view-rupali-cinema-surat-gujarat.html
Rupam Chitra Mandira Theatre,Hubballi,Karnataka,https://www.cinemaprofile.com/theatre/view-rupam-chitra-mandira-hubballi-karnataka.html
Rupam Cinema Theatre,Mathura,Uttar Pradesh,https://www.cinemaprofile.com/theatre/view-rupam-cinema-mathura-uttar-pradesh.html
Rupam Cinema Theatre,Ahmedabad,Gujarat,https://www.cinemaprofile.com/theatre/view-rupam-cinema-ahmedabad-gujarat.html
Rupam Cinema Theatre,Surat,Gujarat,https://www.cinemaprofile.com/theatre/view-rupam-cinema-surat-gujarat.html
Rupani Theatre,Allahabad,Uttar Pradesh,https://www.cinemaprofile.com/theatre/view-rupani-theatre-allahabad-uttar-pradesh.html
Rupashree Cinema Theatre,Haroa,West Bengal,https://www.cinemaprofile.com/theatre/view-rupashree-cinema-haroa-west-bengal.html
Rupashree Cinema Theatre,Tamluk,West Bengal,https://www.cinemaprofile.com/theatre/view-rupashree-cinema-tamluk-west-bengal.html
Rupashree Theatre,Purba Madhabpur,West Bengal,https://www.cinemaprofile.com/theatre/view-rupashree-theatre-purba-madhabpur-west-bengal.html
Rupasi Cinema Theatre,Agartala,Tripura,https://www.cinemaprofile.com/theatre/view-rupasi-cinema-agartala-tripura.html
Rupasree Cinema Theatre,Balarampur,West Bengal,https://www.cinemaprofile.com/theatre/view-rupasree-cinema-balarampur-west-bengal.html
Rupasree Cinema Theatre,Birbhum,West Bengal,https://www.cinemaprofile.com/theatre/view-rupasree-cinema-birbhum-west-bengal.html
Rupavani Talkies Theatre,Chitradurga,Karnataka,https://www.cinemaprofile.com/theatre/view-rupavani-talkies-chitradurga-karnataka.html
Rupavani Talkies Theatre,Mangaluru,Karnataka,https://www.cinemaprofile.com/theatre/view-rupavani-talkies-mangaluru-karnataka.html
Rupbani Cinema Theatre,Dhaniakhali,West Bengal,https://www.cinemaprofile.com/theatre/view-rupbani-cinema-dhaniakhali-west-bengal.html
